model_name,package_name,module_path,model_kind
DesignContrastRejectionReason,bijux-proteomics-lab,bijux_proteomics_lab/design.py,strenum
DesignIssueSeverity,bijux-proteomics-lab,bijux_proteomics_lab/design.py,strenum
DesignTableParseIssue,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
DesignTableParseReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
DeterminismLevel,bijux-proteomics-runtime,bijux_proteomics_runtime/core/determinism.py,strenum
DeterministicExecutionContract,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
DiaCapabilityMatrixEntry,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaCapabilityMatrixReport,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaCapabilityStatus,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,strenum
DiaFdrRefusalIssue,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
DiaFdrThresholdSnapshot,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
DiaImportWorkflowRunReport,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
DiaIonMobilityEvidenceEntry,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaIonMobilityEvidenceReport,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaMiniStudyBundle,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
DiaMissingnessReason,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,strenum
DiaNativeDataModel,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNativeFdrModelReport,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
DiaNativeFragment,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNativeLibraryEntryReference,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNativePrecursor,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNativeProteinGroupQuantity,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNnImportReport,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaNnImportRow,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaPrecursorQuantInput,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
DiaQuantMissingnessEntry,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DiaQuantMissingnessReport,bijux-proteomics-core,bijux_proteomics/dia/__init__.py,jsonmodel
DifferentialAbundanceAssumptionReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
DifferentialAbundanceDesignIssue,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
DifferentialAbundanceDesignValidationReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
DifferentialAbundanceEntry,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
DifferentialAbundanceInterpretation,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
DifferentialAbundanceReport,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
DifferentialConditionSignal,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
DifferentialReplicatePolicy,bijux-proteomics-core,bijux_proteomics/quantification/__init__.py,jsonmodel
DifferentialStatisticalProvenance,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
DigestBenchmarkReport,bijux-proteomics-core,bijux_proteomics/sequences/digestion.py,jsonmodel
DigestDuplicateAccounting,bijux-proteomics-core,bijux_proteomics/sequences/digestion.py,jsonmodel
DigestDuplicateSequenceEntry,bijux-proteomics-core,bijux_proteomics/sequences/digestion.py,jsonmodel
DigestPolicy,bijux-proteomics-core,bijux_proteomics/sequences/digestion.py,jsonmodel
DigestedPeptide,bijux-proteomics-core,bijux_proteomics/sequences/digestion.py,jsonmodel
DockerImageDescriptor,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
DockerMountDescriptor,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
DocumentSchema,bijux-proteomics-foundation,bijux_proteomics_foundation/documents.py,jsonmodel
DurationValue,bijux-proteomics-foundation,bijux_proteomics_foundation/documents.py,jsonmodel
EcosystemComparisonEntry,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
EffectSizeFirstDaEntry,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
EffectSizeFirstDaReport,bijux-proteomics-core,bijux_proteomics/quantification/review.py,jsonmodel
EmpiricalScoreCalibrationBin,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
EmpiricalScoreCalibrationReport,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
EnrichmentBackgroundProvenance,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
EnrichmentCorrectionMethod,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,strenum
EnrichmentProvenance,bijux-proteomics-intelligence,bijux_proteomics_intelligence/interpretation.py,jsonmodel
EnvironmentQaIssue,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
EnvironmentQaReport,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
EnvironmentQaSnapshot,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
EnzymeRuleProvenance,bijux-proteomics-core,bijux_proteomics/sequences/enzyme_rule_provenance.py,jsonmodel
EnzymeRuleSupportState,bijux-proteomics-core,bijux_proteomics/sequences/enzyme_rule_provenance.py,strenum
ErrorCategory,bijux-proteomics-foundation,bijux_proteomics_foundation/error_models.py,strenum
ErrorDetail,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/context/output.py,basemodel
ErrorEnvelope,bijux-proteomics-foundation,bijux_proteomics_foundation/error_models.py,jsonmodel
ErrorResponse,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
EvaluationCase,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
EvaluationCriterion,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/planning/schemas.py,basemodel
EvaluationInput,bijux-proteomics-runtime,bijux_proteomics_runtime/core/observations.py,basemodel
EvaluationInputs,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
EvaluationReport,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
EvaluationResult,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
EvaluatorPolicyBundle,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,jsonmodel
EvidenceBundle,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceClaim,bijux-proteomics-knowledge,bijux_proteomics_knowledge/claims.py,jsonmodel
EvidenceCollectionAction,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceConflict,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceContextCompletenessReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceContradictionSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evidence_posture.py,jsonmodel
EvidenceCoverage,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceEdge,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,jsonmodel
EvidenceExtractionMethod,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidenceFreshnessEntry,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
EvidenceFreshnessReport,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
EvidenceFreshnessState,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,strenum
EvidenceFreshnessSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evidence_posture.py,jsonmodel
EvidenceGapItem,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGapPrioritizationReport,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGapPriorityEntry,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGraph,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,jsonmodel
EvidenceGraphCandidate,bijux-proteomics-core,bijux_proteomics/intelligence/__init__.py,jsonmodel
EvidenceGraphEdge,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGraphNode,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGraphQuery,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGraphQueryResult,bijux-proteomics-core,bijux_proteomics/review/__init__.py,jsonmodel
EvidenceGraphQueryRouteRequest,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
EvidenceGraphQueryRouteResponse,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
EvidenceGraphScaleBenchmarkInput,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
EvidenceGraphScaleBenchmarkReport,bijux-proteomics-core,bijux_proteomics/benchmarks/__init__.py,jsonmodel
EvidenceKind,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidenceLookupResponse,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
EvidenceNeed,bijux-proteomics-core,bijux_proteomics/domain/program_spec.py,strenum
EvidenceNeedWetLabAction,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
EvidenceNode,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,jsonmodel
EvidenceNodeType,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,strenum
EvidenceOrigin,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidencePromotionReadiness,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
EvidenceProvenanceReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceQualityDecomposition,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceRecord,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceRecordQuery,bijux-proteomics-knowledge,bijux_proteomics_knowledge/queries.py,jsonmodel
EvidenceRefreshNeed,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceRefreshPriority,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidenceRelevanceScore,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceSourceType,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidenceStrength,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
EvidenceTriangulationReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceTrustBalanceReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
EvidenceTrustScoreInput,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
ExampleWorkflowPackageEntry,bijux-proteomics-core,bijux_proteomics/interfaces/api.py,jsonmodel
ExecutableAssayInstruction,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExecutableAssayPlan,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExecutionBackend,bijux-proteomics-core,bijux_proteomics/execution/backend.py,protocol
ExecutionCapacityAdvisory,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExecutionContext,bijux-proteomics-runtime,bijux_proteomics_runtime/core/execution.py,basemodel
ExecutionGraph,bijux-proteomics-runtime,bijux_proteomics_runtime/core/execution.py,basemodel
ExecutionIteration,bijux-proteomics-core,bijux_proteomics/execution/contracts.py,protocol
ExecutionMode,bijux-proteomics-core,bijux_proteomics/biology/pathway.py,strenum
ExecutionPlanUncertaintyReport,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExecutionRequest,bijux-proteomics-core,bijux_proteomics/execution/backend.py,jsonmodel
ExecutionStatus,bijux-proteomics-runtime,bijux_proteomics_runtime/core/status.py,strenum
ExecutionTask,bijux-proteomics-runtime,bijux_proteomics_runtime/core/execution.py,basemodel
ExecutionToolResultLike,bijux-proteomics-core,bijux_proteomics/execution/contracts.py,protocol
ExecutionTrace,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/schemas.py,basemodel
ExpectedProperty,bijux-proteomics-runtime,bijux_proteomics_runtime/execution/evaluation/schemas.py,basemodel
ExperimentBatch,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExperimentDesignStructureSummary,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
ExperimentDesignValidationIssue,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
ExperimentDesignValidationReport,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
ExperimentOutcome,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
ExperimentOutcomeSummary,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,jsonmodel
ExperimentPlan,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
ExperimentPlanRepository,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,protocol
ExperimentalDesignEntry,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
ExperimentalDesignRejectedRow,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
ExperimentalDesignReport,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
ExperimentalDesignSampleRole,bijux-proteomics-core,bijux_proteomics/io/formats.py,strenum
ExperimentalDesignValidationIssue,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
ExperimentalDesignValidationReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
ExternalDdaTrialInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalDdaTrialReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalDiaTrialInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalDiaTrialReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalEngineCorpusLicensingEntry,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
ExternalEngineCorpusLicensingPlan,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,jsonmodel
ExternalEngineCorpusPolicy,bijux-proteomics-core,bijux_proteomics/corpus/__init__.py,strenum
ExternalEngineDisagreementEntry,bijux-proteomics-core,bijux_proteomics/identification/search_adapters.py,jsonmodel
ExternalEngineDisagreementKind,bijux-proteomics-core,bijux_proteomics/identification/search_adapters.py,strenum
ExternalEngineDisagreementReport,bijux-proteomics-core,bijux_proteomics/identification/search_adapters.py,jsonmodel
ExternalLabTrialInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalLabTrialReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalPtmTrialInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalPtmTrialReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalQuantExecutionContract,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
ExternalQuantTrialInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalQuantTrialReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
ExternalReviewerBundle,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
ExternalReviewerBundleInput,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
ExternalSearchExecutionContract,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
ExternalSearchToolContract,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
ExternalToolCapabilityIssue,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
ExternalToolCapabilityReport,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
FactorWeightValidationReport,bijux-proteomics-intelligence,bijux_proteomics_intelligence/policies.py,jsonmodel
FailureAnalysisAgentInput,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
FailureAnalysisAgentOutput,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
FailureClass,bijux-proteomics-lab,bijux_proteomics_lab/outcomes.py,strenum
FailureRecoveryArtifact,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/control/recovery.py,jsonmodel
FailureType,bijux-proteomics-runtime,bijux_proteomics_runtime/core/failures.py,strenum
FakeExternalEngineHarnessReport,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
FakeExternalToolKind,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,strenum
FakeExternalToolRunEntry,bijux-proteomics-core,bijux_proteomics/workflow/runs.py,jsonmodel
FamilyCapacity,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
FastaDeduplicationReport,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
FastaFilterReport,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
FastaParseMode,bijux-proteomics-core,bijux_proteomics/sequences/core.py,strenum
FastaParseReport,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
FastaProvenanceManifest,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
FastaStatsReport,bijux-proteomics-core,bijux_proteomics/sequences/core.py,jsonmodel
FdrAnnotatedPsm,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrAuditEntry,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrAuditTrail,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrEdgeCaseKind,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,strenum
FdrEdgeCaseReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrEvidenceLevel,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,strenum
FdrLevelEntry,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrPolicy,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrQValueMonotonicityCheck,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FdrQValueMonotonicityReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
FeedbackAnomalyReport,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
FeedbackCycleLatencyReport,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
FeedbackLineageCoverageReport,bijux-proteomics-lab,bijux_proteomics_lab/repositories.py,jsonmodel
FinalDecisionRecommendation,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,jsonmodel
FingerprintRecord,bijux-proteomics-foundation,bijux_proteomics_foundation/fingerprints.py,jsonmodel
FingerprintScope,bijux-proteomics-foundation,bijux_proteomics_foundation/fingerprints.py,strenum
FlagshipDemoInput,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
FlagshipDemoReport,bijux-proteomics-core,bijux_proteomics/adoption/__init__.py,jsonmodel
FollowUpCandidatePath,bijux-proteomics-intelligence,bijux_proteomics_intelligence/decision_paths.py,jsonmodel
FollowUpCandidateRecommendation,bijux-proteomics-intelligence,bijux_proteomics_intelligence/decision_paths.py,jsonmodel
FollowUpPracticalityReport,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
FormatCapabilityEntry,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
FormatCapabilityMatrixReport,bijux-proteomics-core,bijux_proteomics/io/ingestion.py,jsonmodel
FormatConversionReport,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
FormatConversionTarget,bijux-proteomics-core,bijux_proteomics/io/formats.py,strenum
FormatDetectionDiagnostic,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
FormatValidationIssue,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
FormatValidationReport,bijux-proteomics-core,bijux_proteomics/io/formats.py,jsonmodel
FractionAssignment,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
FractionationAggregationReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
FractionationPlan,bijux-proteomics-lab,bijux_proteomics_lab/design.py,jsonmodel
FractionationRecord,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
FragmentIon,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
FragmentIonSeries,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,strenum
FragmentIonShiftValidationEntry,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
FragmentIonShiftValidationReport,bijux-proteomics-core,bijux_proteomics/chemistry/__init__.py,jsonmodel
GateCoverageGapReport,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
GateImpactScore,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
GlycopeptideBoundaryDisposition,bijux-proteomics-core,bijux_proteomics/ptm/review.py,strenum
GlycopeptideSupportBoundaryReport,bijux-proteomics-core,bijux_proteomics/ptm/review.py,jsonmodel
GovernedArtifactReference,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
GovernedEvidenceBundle,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,jsonmodel
GovernedEvidenceSurface,bijux-proteomics-knowledge,bijux_proteomics_knowledge/evidence.py,strenum
GraphValidationIssue,bijux-proteomics-knowledge,bijux_proteomics_knowledge/graph.py,jsonmodel
GroundedDecisionRule,bijux-proteomics-knowledge,bijux_proteomics_knowledge/references/decision_rules.py,jsonmodel
GroupedConfidenceCategory,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,strenum
GroupedConfidenceEntry,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
GroupedConfidenceReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
GroupedConfidenceSummaryEntry,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
GroupedConfidenceSummaryReport,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
GroupedFdrBucket,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
GroupedFdrReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
HandoffExplanation,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
HandoffSupportLevel,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,strenum
HandoffSupportStatement,bijux-proteomics-lab,bijux_proteomics_lab/handoffs.py,jsonmodel
HealthResponse,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
HoldPolicyConfig,bijux-proteomics-intelligence,bijux_proteomics_intelligence/policies.py,jsonmodel
HoldPressureSummary,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,jsonmodel
HostileInputProtectionInput,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
HostileInputProtectionIssue,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
HostileInputProtectionReport,bijux-proteomics-core,bijux_proteomics/collaboration/__init__.py,jsonmodel
HpcContainerBoundaryInput,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
HpcContainerBoundaryReport,bijux-proteomics-core,bijux_proteomics/execution/providers.py,jsonmodel
HpcContainerRuntime,bijux-proteomics-core,bijux_proteomics/execution/providers.py,strenum
HpcJobDescriptor,bijux-proteomics-core,bijux_proteomics/workflow/runtime.py,jsonmodel
HypothesisDossier,bijux-proteomics-knowledge,bijux_proteomics_knowledge/claims.py,jsonmodel
HypothesisFalsificationPlan,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
HypothesisStatus,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,strenum
IdentifierKind,bijux-proteomics-foundation,bijux_proteomics_foundation/ids.py,strenum
ImportRequest,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
ImportRunBundle,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/control/imports.py,jsonmodel
ImportedArtifactRecord,bijux-proteomics-runtime,bijux_proteomics_runtime/runtime/control/imports.py,jsonmodel
InferenceDisagreementEntry,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
InferenceDisagreementKind,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,strenum
InferenceDisagreementReport,bijux-proteomics-core,bijux_proteomics/identification/__init__.py,jsonmodel
InferenceDisagreementReviewEntry,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
InferenceDisagreementReviewPacket,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,jsonmodel
InferenceDisagreementSeverity,bijux-proteomics-core,bijux_proteomics/identification/confidence.py,strenum
InformationGainBreakdown,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
IngestionReport,bijux-proteomics-knowledge,bijux_proteomics_knowledge/ingestion.py,jsonmodel
InputValidationAgentInput,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
InputValidationAgentOutput,bijux-proteomics-runtime,bijux_proteomics_runtime/agents/schemas.py,basemodel
InspectResponse,bijux-proteomics-runtime,bijux_proteomics_runtime/api/v1/schema.py,basemodel
InstrumentAvailability,bijux-proteomics-lab,bijux_proteomics_lab/planning.py,jsonmodel
InstrumentBatchQcReport,bijux-proteomics-core,bijux_proteomics/qc.py,jsonmodel
InstrumentBatchQcRunEntry,bijux-proteomics-core,bijux_proteomics/qc.py,jsonmodel
InstrumentMethodMetadata,bijux-proteomics-lab,bijux_proteomics_lab/protocols.py,jsonmodel
InstrumentRunRecord,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
InstrumentRunSummaryReport,bijux-proteomics-core,bijux_proteomics/study/__init__.py,jsonmodel
IntelligenceCharterCapability,bijux-proteomics-intelligence,bijux_proteomics_intelligence/charter.py,strenum
IntelligenceCharterEntry,bijux-proteomics-intelligence,bijux_proteomics_intelligence/charter.py,jsonmodel
IntelligenceDecisionSupportEnvelope,bijux-proteomics-intelligence,bijux_proteomics_intelligence/evaluators.py,jsonmodel
IntelligenceFeedbackAdjustment,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
IntelligenceFeedbackBaseline,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
IntelligenceFeedbackReport,bijux-proteomics-core,bijux_proteomics/lab/operations.py,jsonmodel
IntelligenceFeedbackSignal,bijux-proteomics-lab,bijux_proteomics_lab/reconciliation.py,jsonmodel
IntelligenceModuleAuditEntry,bijux-proteomics-intelligence,bijux_proteomics_intelligence/charter.py,jsonmodel
IntelligenceModuleClassification,bijux-proteomics-intelligence,bijux_proteomics_intelligence/charter.py,strenum
