module_path,import_path,classification,owner_package,canonical_targets,migration_action
runtime/context/output.py,agentic_proteins.runtime.context.output,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.output,replace `agentic_proteins.runtime.context.output` with `bijux_proteomics_runtime.runtime.context.output` and retire the compat import
runtime/context/request.py,agentic_proteins.runtime.context.request,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.request,replace `agentic_proteins.runtime.context.request` with `bijux_proteomics_runtime.runtime.context.request` and retire the compat import
runtime/control/__init__.py,agentic_proteins.runtime.control,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control,replace `agentic_proteins.runtime.control` with `bijux_proteomics_runtime.runtime.control` and retire the compat import
runtime/control/artifacts.py,agentic_proteins.runtime.control.artifacts,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control.artifacts,replace `agentic_proteins.runtime.control.artifacts` with `bijux_proteomics_runtime.runtime.control.artifacts` and retire the compat import
runtime/control/execution.py,agentic_proteins.runtime.control.execution,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control.execution,replace `agentic_proteins.runtime.control.execution` with `bijux_proteomics_runtime.runtime.control.execution` and retire the compat import
runtime/control/state_machine.py,agentic_proteins.runtime.control.state_machine,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control.state_machine,replace `agentic_proteins.runtime.control.state_machine` with `bijux_proteomics_runtime.runtime.control.state_machine` and retire the compat import
runtime/infra/__init__.py,agentic_proteins.runtime.infra,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.run_config,replace `agentic_proteins.runtime.infra` with `bijux_proteomics_runtime.runtime.context.run_config` and retire the compat import
runtime/infra/analysis.py,agentic_proteins.runtime.infra.analysis,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control.run_analysis,replace `agentic_proteins.runtime.infra.analysis` with `bijux_proteomics_runtime.runtime.control.run_analysis` and retire the compat import
runtime/infra/capabilities.py,agentic_proteins.runtime.infra.capabilities,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers;bijux_proteomics_runtime.runtime.control.provider_capabilities,"replace `agentic_proteins.runtime.infra.capabilities` with one of `bijux_proteomics_runtime.providers`, `bijux_proteomics_runtime.runtime.control.provider_capabilities` based on the live owner"
runtime/infra/config.py,agentic_proteins.runtime.infra.config,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.run_config,replace `agentic_proteins.runtime.infra.config` with `bijux_proteomics_runtime.runtime.context.run_config` and retire the compat import
runtime/infra/observability.py,agentic_proteins.runtime.infra.observability,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.logging,replace `agentic_proteins.runtime.infra.observability` with `bijux_proteomics_runtime.runtime.context.logging` and retire the compat import
runtime/infra/reliability.py,agentic_proteins.runtime.infra.reliability,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.control.tool_reliability,replace `agentic_proteins.runtime.infra.reliability` with `bijux_proteomics_runtime.runtime.control.tool_reliability` and retire the compat import
runtime/infra/telemetry.py,agentic_proteins.runtime.infra.telemetry,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.telemetry,replace `agentic_proteins.runtime.infra.telemetry` with `bijux_proteomics_runtime.runtime.context.telemetry` and retire the compat import
runtime/workspace.py,agentic_proteins.runtime.workspace,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.workspace,replace `agentic_proteins.runtime.workspace` with `bijux_proteomics_runtime.runtime.workspace` and retire the compat import
sandbox/__init__.py,agentic_proteins.sandbox,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.sandbox,replace `agentic_proteins.sandbox` with `bijux_proteomics_runtime.sandbox` and retire the compat import
state/__init__.py,agentic_proteins.state,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.state,replace `agentic_proteins.state` with `bijux_proteomics_runtime.state` and retire the compat import
state/schemas.py,agentic_proteins.state.schemas,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.state.schemas,replace `agentic_proteins.state.schemas` with `bijux_proteomics_runtime.state.schemas` and retire the compat import
state/snapshot.py,agentic_proteins.state.snapshot,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.state.snapshot,replace `agentic_proteins.state.snapshot` with `bijux_proteomics_runtime.state.snapshot` and retire the compat import
tools/__init__.py,agentic_proteins.tools,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools,replace `agentic_proteins.tools` with `bijux_proteomics_runtime.tools` and retire the compat import
tools/base.py,agentic_proteins.tools.base,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools.base,replace `agentic_proteins.tools.base` with `bijux_proteomics_runtime.tools.base` and retire the compat import
tools/heuristic.py,agentic_proteins.tools.heuristic,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools.heuristic,replace `agentic_proteins.tools.heuristic` with `bijux_proteomics_runtime.tools.heuristic` and retire the compat import
tools/schemas.py,agentic_proteins.tools.schemas,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools.schemas,replace `agentic_proteins.tools.schemas` with `bijux_proteomics_runtime.tools.schemas` and retire the compat import
validation/__init__.py,agentic_proteins.validation,wrapper,bijux-proteomics-runtime,,review `agentic_proteins.validation` before removal because the live canonical target is not explicit in direct imports
validation/agents.py,agentic_proteins.validation.agents,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.contracts,replace `agentic_proteins.validation.agents` with `bijux_proteomics_runtime.agents.contracts` and retire the compat import
validation/state.py,agentic_proteins.validation.state,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.graph_validation,replace `agentic_proteins.validation.state` with `bijux_proteomics_runtime.execution.graph_validation` and retire the compat import
validation/tools.py,agentic_proteins.validation.tools,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools.contracts,replace `agentic_proteins.validation.tools` with `bijux_proteomics_runtime.tools.contracts` and retire the compat import
